REG,PRV,MUN,HSN,B1,B2,B3,B4,B5,B6,B7,B8,D1,H1,H2,H3A,H3B,H3C,H3D,H3E,H3F,H4,H5,H6,H7,H8,H9,H10,H11A,H11B,H11C,H11D,H13,H14_PRVMUN,H14_RECODE,H15A,H15B,H15C,H15D,H15E,H15F,H15G,H15H,H15I,H15J,H15K,H15L,H15M,H15N,H15O,H15P,H15Q,H15R,H15S,H16A,H16B,H16C,H16D,H17A,H17B,H17C,H17D,H17E,H17F,H17G,H17H,HHWGT
08,316,00,000069,1,1,1,01,3,5,1,07,07,3,1, , , , , , , ,6,02,1,5,14,01,2,2,2,2,241,3747,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,0005.083248038
08,316,00,000070,1,1,1,01,2,5,1,07,10,3,1, , , , , , , ,1,02,1,3,01,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,0005.083248038
08,316,00,000071,1,1,1,02,2,5,1,07,09,3,1, , , , , , , ,6,02,1,5,01,01,2,2,2,2,241,3747,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,0005.083248038
08,316,00,000072,1,1,1,01,2,1,2,07,08,3,1, , , , , , , ,1,02,1,3,13,02,2,2,2,2,241,3747,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,0005.083248038
08,316,00,000073,1,1,1,01,1,1,2,07,09,1,4,1,2,2,2,2,2, ,1,01,1,3,13,01,2,2,2,2,241,3747,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0004.995294528
08,316,00,000074,1,2,1,02,2,1,1,10,06,2,1, , , , , , , ,1,02,1,3,01,01,2,2,2,2,241,3747,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,0005.507309942
08,316,00,000075,1,1,1,01,2,1,1,07,05,3,4,1,2,2,2,2,2, ,1,02,1,3,12,01,2,2,2,2,241,3747,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0005.083248038
08,316,00,000076,1,1,1,01,2,1,1,08,04,3,4,1,2,2,2,2,2, ,1,01,1,3,13,01,2,2,2,2,241,3747,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0005.083248038
08,316,00,000077,1,1,1,01,2,1,1,07,09,1,1, , , , , , , ,1,01,1,1,02,02,2,2,2,2,241,3747,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,0004.995294528
08,316,00,000078,1,1,1,01,1,1,1,07,05,1,1, , , , , , , ,1,03,1,3,13,02,2,2,2,2,241,3747,1,2,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0004.995294528
08,316,00,000079,1,1,1,02,1,1,1,09,10,1,1, , , , , , , ,1,01,1,1,13,01,2,2,2,2,241,3747,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0004.995294528
08,316,00,000080,1,1,1,01,1,1,1,07,08,3,1, , , , , , , ,1,02,1,3,02,02,2,2,2,2,241,3747,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,1,0005.083248038
08,316,00,000081,1,1,1,01,2,1,1,09,06,1,4,1,2,2,2,2,2, ,1,02,1,3,02,02,2,2,2,2,241,3747,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0004.995294528
08,316,00,000082,1,2,1,01,2,1,1,07,06,3,1, , , , , , , ,1,02,1,3,13,01,2,2,2,2,241,3747,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,0005.083248038
08,316,00,000083,1,2,1,01,2,1,1,07,06,3,1, , , , , , , ,1,02,1,3,13,01,2,2,2,2,241,3747,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,0005.083248038
08,316,00,000084,1,2,1,01,2,1,1,07,06,3,1, , , , , , , ,1,02,1,1,03,01,2,2,2,2,241,3747,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0005.083248038
08,316,00,000085,1,1,1,01,2,1,1,11,09,1,1, , , , , , , ,1,01,1,3,01,01,2,2,2,2,241,3747,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0004.995294528
08,316,00,000086,1,1,1,08,1,1,2,06,04,1,1, , , , , , , ,1,02,4,5,02,02,2,2,2,2,241,3747,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,0004.995294528
08,316,00,000087,1,1,1,02,8,5,2,06,06,3,4,1,2,9,2,2,2, ,1,02,1,3,02,02,2,2,2,2,241,3747,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0005.083248038
08,316,00,000088,1,1,1,01,2,1,1,10,10,3,1, , , , , , , ,1,02,1,3,02,01,2,2,2,2,241,3747,1,2,1,2,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,0005.083248038
08,316,00,000089,1,2,1,01,2,1,1,07,04,1,2, , , , , , , ,1,01,1,3,02,02,2,2,2,2,241,3747,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0004.995294528
08,316,00,000090,1,2,1,01,2,1,1,07,04,1,2, , , , , , , ,1,01,1,3,02,02,2,2,2,2,241,3747,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0004.995294528
08,316,00,000091,1,2,1,01,8,5,1,07,04,3,2, , , , , , , ,1,04,1,5,02,02,2,2,2,2,241,3747,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0005.083248038
08,316,00,000092,1,1,1,01,2,1,1,11,06,5, , , , , , , ,2,1,02,1,3,13,13,2,2,2,2,241,3747,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0004.723156533
